class,Argumentation,Sentiment,Valuation,Modalization,Pressupposition,Vagueness,Outrage,line,Punctuation,Unique_words
0,0.4612569999999999,0.425025,0.5196959999999999,0.499521,0.37200500000000003,0.485286,0.401088,a embraer lanca no brasil o e e capacidade de passageiros e consumo de combustivel ate menor que geracao anterior orgulho da engenharia nacional e prova da confianca do investidor no crescimento da demanda do nosso pais e no planejamento do governo tarcisiogdf,0,32
0,0.48821800000000004,0.503676,0.512076,0.47108000000000005,0.351541,0.48980500000000005,0.40686,paulomartins santosfc,0,2
0,0.44193400000000005,0.41970399999999997,0.516932,0.483093,0.36468199999999995,0.488151,0.357228,futebol e a paixao de grande parte dos brasileiros ontem assisti a vitoria do palmeiras com gol aos do segundo tempo agradeco ao felipe melo a citacao do meu nome por ocasiao do seu gol um abraco a todos torcedores ,0,33
0,0.42437400000000003,0.415733,0.501155,0.45292200000000005,0.332904,0.482498,0.34925799999999996,estados onde os governadores aderiram a escola civico militar rio grande do sul santa catarina parana minas gerais mato grosso do sul mato grosso goias df ceara para tocantins amazonas rondonia acre roraima e amapa os outros estados nao aderiram ,0,33
0,0.40332900000000005,0.38857700000000006,0.474487,0.43890399999999996,0.283898,0.45006899999999994,0.339062,saiba mais detalhes sobre o programa escolas civico militares,0,9
0,0.4629850000000001,0.426203,0.513444,0.482418,0.369807,0.48778999999999995,0.36519999999999997,municipios aderiram a escola civico militar em breve anunciaremos as primeiras cidades contempladas e ja para comecar o ano letivo do ano que vem saiba mais pelas palavras do mec comunicacao abrahamweint,1,30
0,0.468623,0.41883100000000006,0.5113859999999999,0.504459,0.37952700000000006,0.48413000000000006,0.36159700000000006,o mineconomia preve recuperar r bilhoes em com mp de renegociacao de dividas aplicacao do dinheiro do contribuinte onde se espera esta e nossa funcao ,1,23
0,0.48648800000000003,0.44634399999999996,0.530864,0.515411,0.392803,0.5075729999999999,0.37623300000000004,assinada a mp do contribuinte legal oportunidade para as pessoas fisicas e pequenos negocios terminarem o ano sem dividas entenda no curto video mineconomia,0,24
0,0.544573,0.47600699999999996,0.535477,0.538495,0.425909,0.534834,0.423292,muitas destas fakenews ainda podem ser desmascaradas ,1,7
0,0.530139,0.480738,0.556146,0.561074,0.44235500000000005,0.5541739999999999,0.43229799999999996,quem recebeu o beneficio de forma fraudulenta o bolsa familia vai ter que devolver o dinheiro como vereadores empresarios e atenao e brincadeira um gato de estimacao conhecido gato billy ,0,25
0,0.43433999999999995,0.41994300000000007,0.50436,0.4767,0.3383729999999999,0.472237,0.339264,balanco da operacao verde brasil do defesagovbr sobre a amazonia multas apreensoes prisoes e baixa historica de incendios tvbrasilgov,0,19
0,0.523212,0.452276,0.5407550000000001,0.5286869999999999,0.420578,0.530875,0.40680399999999994,qual o papel da imprensa por que so noticia ruim ou fofoca peco compartilhar ,2,14
0,0.48796800000000007,0.443381,0.527365,0.500537,0.417632,0.5047550000000001,0.44092700000000007,o maior movimento de turistas estrangeiros enao terroristas como no passado traz maior movimentacao em hoteis restaurantes alugueis de carros casas de temporada e visitacao em areas turisticas assim a empregabilidade cresce em todos os sentidos e fortalecemos a economia ,0,33
0,0.5094339999999999,0.45285,0.5271859999999999,0.510524,0.418288,0.5110060000000001,0.40819300000000003,o estatuto do desarmamento ainda esta em vigor somente outra lei podera altera lo por decreto nao se pode conceder o que so e permitido por lei o congresso cada vez mais vai se convencendo do direito a legitima defesa ,0,34
0,0.429148,0.41527499999999995,0.5055020000000001,0.459117,0.389374,0.459314,0.384475,liberamos r mi para as obras sociais de irma dulce hospital santo antonio salvador ba uma das maiores obras da regiao norte e nordeste sao cerca de mil leitos sus mais de mil cirurgias das criancas com zika e milhoes de procedimentos ambulatoriais por ano ,0,38
0,0.5095369999999999,0.46434,0.5538460000000001,0.5254920000000001,0.37529499999999993,0.5135770000000001,0.38431800000000005,movimentacao portuaria tem alta de em agosto em comparacao ao mesmo periodo de fonte antaq cabotagem de conteiner carga geral e navegacao interior emprego em modal esquecido por governos anteriores e resgata a altura que merece portosdobrasil,1,32
0,0.49153900000000006,0.447198,0.5132410000000001,0.48539200000000005,0.3918520000000001,0.5200560000000001,0.4158069999999999,luislacombeof e os jornalistas militantes para eles nao existem boas noticias no governo ,0,13
0,0.46782900000000005,0.423157,0.5234840000000001,0.49851499999999993,0.347765,0.48458,0.381073,o minfraestrutura tarcisiogdf sobre nosso programa de concessoes que esta modernizando a infraestrutura brasileira e colocando a em um novo e mais elevado patamar o resultado e mais desenvolvimento mais investimentos geracao de empregos e melhores servicos a populacao ,0,30
0,0.46825000000000006,0.42784200000000006,0.529085,0.49567799999999995,0.371644,0.496115,0.39901600000000004,com muito afinco e junto dos brasileiros vamos sair dessa de acordo com a confederacao nacional do comercio cnc espera se a contratacao de mil trabalhadores temporarios para atender ao aumento da demanda do varejo no periodo natalino a maior oferta dos ultimos anos ,0,38
0,0.48808300000000004,0.453492,0.5341,0.512702,0.4488979999999999,0.501139,0.42011,mineconomia paulo guedes assina portaria que aumenta de us para us o limite de compras em free shops para brasileiros que voltam de viagens do exterior devido a legislacao este tipo de atitude so vale para o ano seguinte medida passa a valer a partir de ,0,35
0,0.500624,0.439014,0.541772,0.534578,0.39061199999999996,0.527574,0.40835200000000005,indice de estupros cai no semestre de em relacao ao mesmo periodo de fonte sinesp ainda ha muito a fazer mas o resultado mostra que estamos no caminho certo seguimos firmes na missao de devolver aos cidadaos a seguranca e liberdade que lhes foi tirada ,1,39
0,0.47146599999999994,0.41993,0.530886,0.50351,0.383657,0.496104,0.366595,temos muito ainda para avancar ,1,5
0,0.4429930000000001,0.402058,0.489984,0.466438,0.331149,0.4631970000000001,0.315673,boa segunda feira a todos se possivel assistam ate o final ,2,11
0,0.436937,0.41676199999999997,0.5106930000000001,0.47765100000000005,0.335646,0.48416800000000004,0.354722,cafe em alta nos portos do brasil as exportacoes pelo porto de vitoria cresceram entre jan e set o maior dos ultimos anos para o periodo espanha eua e alemanha sao os destinos com maior crescimento aumento da producao significa mais empregos portosdobrasil,2,40
0,0.417536,0.405508,0.491433,0.45123100000000005,0.31214200000000003,0.459697,0.363286,em silencio o nosso exercitooficial trabalha pelo desenvolvimento do brasil bom domingo a todos link no youtube,0,17
0,0.463137,0.453364,0.540363,0.51442,0.382402,0.501425,0.385281,estradas de ferro ressurgindo no brasil cargas em geral operando na linha santos sp rondonopolis mt brevemente teremos santos anapolis nossos parabens ao minfraestrutura tarcisiogdf,0,24
0,0.45240100000000005,0.43801,0.5209520000000001,0.489123,0.40415900000000005,0.480796,0.37777700000000003,depois de ler um pedido da mae do cassiano anos no face fui visita lo na aacd bom domingo a todos ,0,21
0,0.47805,0.444705,0.518087,0.4884609999999999,0.37924199999999997,0.483854,0.390089,o agronordeste contempla municipios alem de mg e milhao de pessoas lancado pela min agricultura terezacrisms a agricultura irrigada e os perimetros de irrigacao do mdregional br contribuirao com o desenvolvimento deste projeto ,0,28
0,0.4472729999999999,0.4148069999999999,0.5193209999999999,0.48265100000000005,0.386846,0.4756640000000001,0.362348,o mdregional br gustavo canuto entregou esta semana moradias do minha casa minha vida no rio grande do sul neste ano o governo bolsonaro liberou r milhoes para o programa no estado ja foram mil entregas e quase mil novas contratacoes de emprego ,0,37
0,0.4723609999999999,0.435654,0.524267,0.49353100000000005,0.36931899999999995,0.48720699999999995,0.36009599999999997,indice abcr de setembro aponta alta de no fluxo de rodovias concedidas corredores importantes na comparacao com mesmo periodo de no acumulado do ano alta de indicativo de crescimento na circulacao de bens e pessoas sinal de economia reaquecendo ,0,29
0,0.48772099999999996,0.458371,0.527555,0.513484,0.441275,0.5048760000000001,0.41828999999999994,o governo dobrara o limite para compras em free shops us mil em produtos nos aeroportos hoje o limite e de us a cota permitida para compras no paraguai tambem vai mudar ampliacao de us para us o valor maximo por pessoa que cruza a fronteira ,0,33
0,0.468947,0.425613,0.522999,0.503298,0.36930799999999997,0.49385500000000004,0.36852700000000005,producao de motocicletas em setembro foi maior na comparacao com o mesmo mes de fonte abraciclo emprego e atrativo para o investidor num dos maiores setores para este mercado no mundo ,0,28
0,0.482959,0.48496800000000007,0.548263,0.49675,0.435242,0.5007090000000001,0.44581800000000005,aviacaogovbr tem mais aeroportos prontos para serem concedidos a iniciativa privada entre eles cruzeiro do sul ac tabatinga am tefe am sao mateus es goiania go imperatriz e sao luis ma corumba ms altamira e santarem pa petrolina pe parnaiba e teresina pi ,0,39
0,0.46711400000000003,0.4473520000000001,0.527563,0.48830799999999996,0.35790600000000006,0.483024,0.374478,no ceara apm terminals pecem registrou crescimento de na movimentacao entre janeiro e setembro de o aumento se deve em grande as exportacoes aos americanos e europeus em setembro com marca historica a maior movimentacao mensal portosdobrasil,0,32
0,0.468808,0.442144,0.532435,0.508132,0.380219,0.497467,0.38230699999999995,nova legislacao possibilitou a entrada de companhias internacionais com crescente interesse no brasil apos este passo inicial as empresas adentrarao o mercado domestico a previsao e para daqui poucos meses ,0,29
0,0.453163,0.425542,0.531033,0.49350799999999995,0.387675,0.491525,0.392162,dinheiro retornado da corrupcao historica do pt mais uma fase em andamento o mdregional br anunciou esta semana mais investimentos na transposicao do rio sao francisco para que a agua chegue a regiao metropolitana de fortaleza beneficiando quase milhoes de habitantes ,0,37
0,0.48605699999999996,0.468017,0.538889,0.500695,0.37273999999999996,0.497688,0.39193199999999995,obras da ferrovia oeste leste setor na bahia investimento macico neste modal abandonado e essencial para o pais com nossas gigantescas extensoes territoriais ,0,23
0,0.482228,0.425196,0.530992,0.5145310000000001,0.371011,0.503046,0.378096,o mec comunicacao entregou onibus escolares todos com acessibilidade para municipios de sp deumlado o governo bolsonaro corta a corrupcao e o desperdicio para que do outro venham beneficios para a sociedade mais vira ,1,29
0,0.488719,0.45460600000000007,0.548691,0.5137579999999999,0.375124,0.524143,0.43052999999999997,sancionado o novo marco das telecomunicacoes mais ampliacao do acesso a internet para a populacao ouseja informacao chegando mesmo em locais onde o investimento em banda larga e considerado pouco rentavel pelas empresas os rincoes do brasil mctic,0,34
0,0.479402,0.442418,0.543223,0.5184,0.3930020000000001,0.516562,0.36669399999999996,maioria das capitais vive retomada do emprego formal tiveram saldo positivo com carteira assinada nos primeiros meses do ano sao paulo lidera o ranking com novos postos de trabalho a heranca monstruosa deixada pelo pt tem que ser revertida ,1,37
0,0.49895200000000006,0.449716,0.533518,0.524564,0.38872799999999996,0.5097689999999999,0.41274500000000003,o mec comunicacao lancou o programa novos caminhos que criara milhao de matriculas na educacao profissional faculdade e fundamental contudo o ensino tecnico e o motor para o retorno do dinheiro do contribuinte de forma rapida e eficaz ,0,30
0,0.541184,0.4819939999999999,0.5768420000000001,0.559256,0.45514600000000005,0.554834,0.45763299999999996,governo ja bateu a meta estipulado para privatizacoes em impedimento de loteamentos politicos qualificacao de servicos recursos obtidos sendo aplicados onde realmente necessitam alem de com muito sacrificio tapar rombos monstruosos seguimos ,1,30
0,0.442553,0.423188,0.510791,0.486506,0.36702,0.473445,0.35871300000000006,o min agricultura cria descontos no mes de outubro para produtos da agricultura familiar af inaugurada unidade de distribuicao da af de santiago rs que movimentara cerca de toneladas de alimentos durante os meses de convenio com o programa de aquisicao de alimentos ,0,31
0,0.4538770000000001,0.4265399999999999,0.517842,0.48892800000000003,0.39233300000000004,0.487228,0.363324,queda de na inflacao em setembro e o menor resultado desde de julho para agosto industria cresce em dos locais pesquisados os avancos am pa sp ce pr rj mt mg pr nordeste e go fonte pim ,0,33
0,0.4527260000000001,0.43091599999999997,0.498525,0.487468,0.39193900000000004,0.480799,0.394068,mp aprovada no congresso governo espera r mi este ano bens moveis e imoveis do trafico serao leiloados e revertidos em recursos para aparelhar as policias federal e dos estados alem de ajudar em programas de tratamento de usuarios de drogas ,0,35
0,0.497827,0.449122,0.532366,0.514314,0.409829,0.521388,0.44060200000000005,a policiafederal apreensao recorde em ja superou toneladas sufocamento do crime organizado retirando o sustento dos partidos e grupos terroristas que compoem o foro de sp ,0,25
0,0.454762,0.42096,0.522837,0.48657799999999995,0.352699,0.49182399999999993,0.366672,programa crianca feliz do mincidadania avancando em todas as regioes avanco de nos primeiros meses de educacao e saude aos mais necessitados hoje o maior programa do mundo de visitacao domiciliar para atencao a infancia ,0,31
0,0.4870939999999999,0.432188,0.5298149999999999,0.513835,0.381699,0.511638,0.38080800000000004,alguns pontos positivos do governo bolsonaro na a semana de outubro n de crimes no semestre de e comparacao com mesmo periodo de menos assassinatos roubos a bancos cairam roubos a veiculos sinesp mjsp e nosso dever ir alem sf moro,1,34
0,0.4783609999999999,0.424786,0.523841,0.50763,0.35154799999999997,0.51328,0.369768,vejam o tamanho de nossa responsabilidade e por esses e todos os brasileiros de bem que estamos lutando boa noite a todos ,1,19
0,0.43529799999999996,0.41842200000000007,0.470707,0.439696,0.30227099999999996,0.46348199999999995,0.346711,bernardopkuster,0,1
0,0.46653,0.434292,0.508464,0.472854,0.430539,0.48034600000000005,0.4366439999999999,outubro n sra aparecida padroeira do brasil obrigado a deus pela minha vida ,0,13
0,0.5075529999999999,0.454383,0.561857,0.531012,0.446855,0.546917,0.453326,alcancamos resultados positivos e podemos muito mais pacote anti crime leis que garantam o direito de defesa do individuo ao defender seu lar bens e a familia bem como impedir saidoes e outras atitudes que dependem do conjunto de todos os poderes e brasileiros juntos ,1,39
0,0.38510600000000006,0.404505,0.43615899999999996,0.402894,0.30276400000000003,0.42275699999999994,0.34168,portimeu br sf moro,0,4
0,0.4933850000000001,0.45114200000000004,0.5273909999999999,0.513514,0.43880399999999997,0.5176959999999999,0.42132899999999995,feliz dia das criancas marcos deixem vir a mim as criancas nao as impecam pois o reino de deus pertence aos que sao semelhantes a elas ,0,23
0,0.47057799999999994,0.435272,0.524242,0.49414099999999994,0.39166899999999993,0.509626,0.3752439999999999,desde setembro nosso governo busca identificar os responsaveis pelo derramamento de oleo nas praias do nordeste estranhamos o silencio da onu e ongs sempre tao vigilantes com o meio ambiente ,0,29
0,0.454553,0.42147500000000004,0.514745,0.49379300000000004,0.34275200000000006,0.49942600000000004,0.37258,o minfraestrutura capitao tarcisiogdf da recado fantastico e mostra os numeros do brasil de hoje e o que vira amanha,0,18
0,0.403385,0.446261,0.444692,0.40850699999999995,0.298021,0.41695499999999996,0.355352,vaniribeiro carlosbolsonaro mdregional br,0,4
0,0.38590500000000005,0.37380900000000006,0.43574899999999994,0.40038799999999997,0.331653,0.41748799999999997,0.35550000000000004,grato pela consideracao sao paulo um forte abraco a todos ,2,10
0,0.426732,0.40666,0.493066,0.45471300000000003,0.32291400000000003,0.4700479999999999,0.3145720000000001,parabens pmesp um pronunciamento para todo o brasil ,0,8
0,0.47153199999999995,0.43540200000000007,0.526092,0.496034,0.369162,0.48843100000000006,0.3610270000000001,indice abcr de setembro aponta alta de no fluxo de rodovias concedidas corredores importantes na comparacao com mesmo periodo de no acumulado do ano alta de indicativo de crescimento na circulacao de bens e pessoas sinal de economia reaquecendo tarcisiogdf,0,30
0,0.47752700000000003,0.44142899999999996,0.537517,0.49242700000000006,0.36949300000000007,0.499896,0.382379,mais detalhes sobre a ampliacao do programa crianca feliz que atende com saude educacao e acompanhamento as familias necessitadas iniciativa levada pelo mincidadania ,0,23
0,0.49196400000000007,0.45922700000000005,0.5323370000000001,0.5240640000000001,0.454983,0.5051289999999999,0.43463399999999996,a cota permitida para compras no paraguai tambem vai mudar o governo vai ampliar de us para us o valor maximo por pessoa que cruza a fronteira agoranoticiasbr,0,23
0,0.46656699999999995,0.434349,0.512004,0.49153,0.42951000000000006,0.49887899999999996,0.401474,o governo vai dobrar o limite atual para compras em free shops o mineconomia paulo guedes a nosso pedido prepara decreto para os proximos dias os brasileiros que voltam de viagens do exterior poderao comprar us mil em produtos nos aeroportos hoje o limite e de us ,0,38
0,0.4427479999999999,0.514704,0.48420799999999997,0.444716,0.335677,0.44107799999999997,0.35004599999999997,escutandocreep paulokogos forte abraco paulo kogos ,1,6
0,0.31436600000000003,0.39448800000000006,0.34053900000000004,0.324932,0.278257,0.329454,0.29745699999999997,then you will know the truth and the truth will set you free john,0,10
0,0.388443,0.379822,0.455573,0.437697,0.27873400000000004,0.4354,0.29123299999999996,live de toda quinta feira sobre assuntos da semana com o presidente bolsonaro ,0,13
0,0.348093,0.38609399999999994,0.366186,0.33667100000000005,0.30971000000000004,0.35619100000000004,0.33056300000000005,not today fake news media ,1,5
0,0.46509999999999996,0.45204600000000006,0.5154859999999999,0.48811099999999996,0.361641,0.498741,0.437511,pad eu sou o cara musica em homenagem aos herois da pmesp,0,12
0,0.40230200000000005,0.399289,0.484113,0.456155,0.317175,0.45009,0.349175,nessa sexta feira outubro com muita honra estarei na formatura de sargentos da pmesp parque anhembi hs ,0,17
0,0.447288,0.47815299999999994,0.49579399999999996,0.446221,0.29714799999999997,0.458155,0.3265600000000001,pliniin mincidadania,0,2
0,0.463747,0.425531,0.5265949999999999,0.493491,0.365513,0.499043,0.3794489999999999,programa crianca feliz do mincidadania continua avancando pelo pais presente e crescendo em todas as regioes brasileiras avanco de nos primeiros meses de hoje o maior programa do mundo de visitacao domiciliar para atencao a infancia ,0,32
0,0.5226149999999999,0.47085200000000005,0.5517259999999999,0.548411,0.42107399999999995,0.542907,0.42563300000000004,o pais quer crescer mesmoque muitos insistam inacreditavelmente pelocontrario com a forca da populacao o brasil tem jeito ,1,17
0,0.49715600000000004,0.529288,0.514824,0.470333,0.35209499999999994,0.48223000000000005,0.35146999999999995,irrrruuuu ,0,1
0,0.45818500000000006,0.49534999999999996,0.45260900000000004,0.44277600000000006,0.308287,0.440113,0.27385400000000004,misa eu,0,2
0,0.469662,0.43476899999999996,0.540504,0.507917,0.3980560000000001,0.502175,0.380992,producao de motocicletas em setembro foi maior na comparacao com o mesmo mes de fonte abraciclo venda de carros industria infraestrutura mp da liberdade economica e etc o novo brasil em evolucao mostrado ao mundo gera empregos e confianca podemos muito mais ,1,37
0,0.518713,0.46025499999999997,0.5556939999999999,0.542468,0.40888199999999997,0.5507,0.446929,estamos sufocando o crime organizado bem como retirando o sustento dos partidos e grupos terroristas que compoem o foro de sp estes pretendem mediante o terror empobrecimento dos povos e falta de educacao manterem seus lideres ativos e sempre buscando o poder ,1,34
0,0.489383,0.4423020000000001,0.529877,0.513675,0.39188900000000004,0.514849,0.409651,a policiafederal queimou mais de ton de cocaina a apreensao recorde em ja superou ton com o projeto pra frente brasil o trabalho de inteligencia entre agentes de seguranca da uniao estados e municipios estes e outros indices de criminalidade continuam caindo ,0,34
0,0.46822600000000003,0.43248,0.5146029999999999,0.496204,0.39210200000000006,0.494626,0.38753400000000005,um espaco para mostrar a investidores nacionais e estrangeiros as oportunidades brasileiras que podem gerar lucro e empregabilidade e o forum de investimentos brasil que comeca nesta quinta feira em sao paulo se deus quiser estaremos la tvbrasilgov portimeu br,1,37
0,0.480046,0.439897,0.519365,0.49797899999999995,0.36816499999999996,0.497124,0.39518299999999995,avioes apartamentos e carros de luxo iates e fazendas fazem parte dos bens apreendidos com o trafico e que podem ser leiloados e revertidos em recursos para aparelhar as policias federal e dos estados alem de ajudar em programas de tratamento de usuarios de drogas ,0,35
0,0.46182500000000004,0.43123500000000003,0.505313,0.49351599999999995,0.394822,0.485209,0.39662200000000003,governo espera arrecadar r mi este ano com bens de traficantes mp aprovada pela camara facilita venda de patrimonio apreendido para que o recurso seja utilizado em projetos de combate as drogas ,0,30
0,0.43228500000000003,0.396547,0.49173,0.468986,0.34712600000000005,0.452688,0.313817,inflacao registrou queda historia de para o mes de setembro e o menor resultado desde ,0,13
0,0.477216,0.441337,0.534978,0.507729,0.401428,0.492039,0.36040000000000005,correntistas da caixa nascidos em setembro outubro novembro e dezembro recebem hoje o pagamento de ate r por conta do fgts o valor sera depositado automaticamente na conta poupanca dos clientes mais detalhes sobre o assunto,0,33
0,0.47239,0.45013100000000006,0.5430200000000001,0.517325,0.402227,0.515357,0.39678,de julho para agosto industria cresce em dos locais pesquisados os avancos foram am pa sp ce pr rj mt mg pr nordeste e go fonte pesquisa industrial mensal pim temos muito a percorrer o brasil tem jeito ,1,37
0,0.446746,0.423501,0.519914,0.49182499999999996,0.34569799999999995,0.48020699999999994,0.349106,portaria do min agricultura cria descontos no mes de outubro para produtos oriundos da agricultura familiar valorizar e estimular o pequeno produtor e economia ao consumidor detalhes,0,25
0,0.46133100000000005,0.448391,0.525277,0.486321,0.38873,0.495564,0.4008649999999999,em agenda no amapa o minfraestrutura tarcisiogdf e o diretor geral do dnitoficial general santos filho estiveram na regiao da br am as obras aralisadas ha anos foram retomadas recentemente e serao prioritariamente concluidas brevemente ,0,33
0,0.5353209999999999,0.475797,0.569296,0.554872,0.430991,0.558201,0.451156,impedimento de loteamentos politicos qualificacao de servicos oferecidos ao cidadao recursos obtidos sendo aplicados onde realmente necessitam alem de com muito sacrificio tapar rombos monstruosos deixados por governos anteriores seguimos adiante ,1,29
0,0.511868,0.459337,0.5463199999999999,0.51799,0.422697,0.502215,0.40828,temos projetos anunciados e prevemos realizar mais leiloes ate fim do ano em meses foram concluidos projetos megaleilao da cessao onerosa esta previsto para novembro ja a venda de estatais ainda aguarda modelagem e depende de aval do congresso agoranoticiasbr,0,36
0,0.49373100000000003,0.436523,0.5281149999999999,0.5058180000000001,0.38417200000000007,0.4935649999999999,0.38745699999999994,alem de abertura de vagas na modalidade o programa preve reconhecimento de diplomas de pessoas que ja concluiram a formacao tecnica desde o incremento no treinamento de mil professores e abertura de editais para projetos na area agoranoticiasbr,0,30
0,0.49920600000000004,0.4468850000000001,0.545193,0.538668,0.38546400000000003,0.515943,0.386312,a formacao em faculdades e fundamental contudo o ensino tecnico e motor para o retorno do dinheiro do contribuinte aconteca de maneira mais rapido e eficaz para a sociedade este e o trabalho de um governo ,1,27
0,0.47592900000000005,0.43503900000000006,0.5259069999999999,0.50647,0.39305200000000007,0.49306300000000003,0.3924979999999999,o mec comunicacao lancou o programa novos caminhos que criara milhao de matriculas na educacao profissional aumentando de milhao para milhoes ate o que representara um crescimento de ate o final de nosso mandato ,0,25
0,0.48133400000000004,0.45041300000000006,0.549733,0.515003,0.41181899999999994,0.5174030000000001,0.398026,crescimento nos empregos formais seguido de belo horizonte curitiba brasilia manaus sao luis goiania campo grande e vitoria campo grande cuiaba e palmas temos tudo para tirar o brasil da lama que nos meteram precisamos da forca da populacao para continuarmos evoluindo ,2,35
0,0.482225,0.44554099999999996,0.5463709999999999,0.5206310000000001,0.395892,0.519096,0.36959600000000004,maioria das capitais vive retomada do emprego formal tiveram saldo positivo com carteira assinada nos primeiros meses do ano sao paulo lidera o ranking com novos postos de trabalho a heranca monstruosa deixada pelo pt tem que ser revertida agoranoticiasbr,1,38
0,0.489395,0.454095,0.548396,0.514261,0.37635799999999997,0.5251330000000001,0.432739,sancionado o novo marco das telecomunicacoes mais ampliacao do acesso a internet para a populacao ouseja informacao chegando mesmo em locais onde o investimento em banda larga e considerado pouco rentavel pelas empresas os rincoes do brasil entenda,0,34
0,0.43619300000000005,0.4113939999999999,0.48108300000000004,0.48040099999999997,0.33240900000000007,0.485665,0.345337, via ministro da justica e seguranca publica sf moro pacoteanticrime pessoas enao estatisticas sao vitimas de crimes ,1,17
0,0.465754,0.443109,0.5370159999999999,0.501666,0.38317900000000005,0.49266,0.388556,inaugurada unidade de distribuicao da agricultura familiar de santiago rs que movimentara cerca de toneladas de alimentos durante os meses de convenio com o programa de aquisicao de alimentos cooperando com o pequeno produtor surgem gigantescos resultados mincidadania,1,29
0,0.4749,0.42388100000000006,0.5209710000000001,0.5080169999999999,0.37668500000000005,0.498293,0.3753310000000001,via bolsonarosp acompanhando o mec comunicacao abrahamweint na entrega de onibus escolares todos com acessibilidade para municipios de sp deumlado o governo bolsonaro corta a corrupcao e o desperdicio para que do outro venham beneficios para a sociedade ,0,32
0,0.521302,0.453329,0.558039,0.55192,0.43103199999999997,0.5426390000000001,0.39346899999999996,seguranca sempre foi a maior preocupacao das pessoas porisso nao estamos medindo esforcos para mesmo com poucos recursos de forma eficiente e inteligente trazer alivio para a populacao homicidios no brasil ja cairam mais de ainda e pouco mas estamos no caminho certo ,1,37
0,0.5133970000000001,0.46758999999999995,0.552668,0.51232,0.454504,0.526786,0.4739300000000001,por caroldetoni conheci o lesme dariel um medico cubano residente em guaruja do sul sc ele nos contou como ele e seus colegas do mais medicos eram explorados pela ditadura de cuba hoje lesme e medico no brasil aprovado pelo revalida e e grato ao governo bolsonaro ,0,40
0,0.497398,0.4677,0.547029,0.507779,0.426007,0.517303,0.40988900000000006,governo o governo esta fechando primeiro trecho que vai para concessao em caetite ilheus e ja adiantando bem o segundo trecho ideia original preve a extensao da linha ate o tocantins integrando a a norte sul e conectando o litoral baiano a producao do interior do brasil ,0,37
0,0.45079199999999997,0.438974,0.5227350000000001,0.492915,0.34662399999999993,0.47743900000000006,0.375378,vamos de semana nova obras da ferrovia oeste leste na bahia com operacoes em diferentes frentes construcao de viadutos lancamento de dormentes terraplenagem e recuperacao de passivos tarcisiogdf,0,25
0,0.395068,0.37903299999999995,0.47119500000000003,0.43589999999999995,0.30109300000000006,0.43263399999999996,0.28884200000000004,mais sobre a semana do presidente de setembro a outubro ,0,9
